Dish_id,Dish_name,menu_page_id,price,Menu_id,Menupage_id,event,place,physical_description,notes,date
83,Mashed potatoes,1307,,12848,1307,DINNER,"SCRANTON, PA",CARD; 5.25 X 6.75;,,1900-03-14T00:00:00Z
83,Mashed potatoes,13092,,16761,13092,DINNER,,BROADSIDE; COL; 4.5 X 7 ;,,1900-09-01T00:00:00Z
83,Mashed potatoes,13098,,16764,13098,LUNCHEON,,BROADSIDE; COL; 4.5 X 7.25;,,1900-09-01T00:00:00Z
83,Mashed potatoes,13104,,16767,13104,DINNER,SS HONG KONG MARU,CARD;ILLUS;6.25X7.75;,VARIOUS ILLUSTRATIONS ON BACK;,1900-09-01T00:00:00Z
83,Mashed potatoes,1311,0.1,12850,1311,DINNER,RR STATION,CARD; COL; 6 X 10;,PRICED MENU; PRICED WINE LIST; AFTER THEATRE SUPPER TO ORDER; BLUE; LOGO;,1900-03-14T00:00:00Z
83,Mashed potatoes,13116,,16773,13116,BREAKFAST,SS GAELIC,BROADSIDE; ILLUS; 5.5X8.5;,"ILLUS, FLAG WITH O/O; HAND-WRITTEN;",1900-06-09T00:00:00Z
83,Mashed potatoes,13124,,16777,13124,DINNER,SS RIO DE JANEIRO,FOLDER; ILLUS; 5.75X8.75;,"ILLUS, STEAMSHIP ON COVER IN RED WITHIN DECORATIVE BORDER;",1900-07-08T00:00:00Z
83,Mashed potatoes,13128,,16778,13128,DINNER,NIAGARA TO THE SEA,CARD;ILLUS;4.25X7;,"WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;",1900-07-08T00:00:00Z
83,Mashed potatoes,13130,,16779,13130,DINNER,NIAGARA TO THE SEA,CARD;ILLUS;4.25X7;,"WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;",1900-07-09T00:00:00Z
83,Mashed potatoes,13140,0.15,16783,13140,LUNCHEON,ON BOARD SS NORTH WEST,CARD; ILLUS; 7.25X12.75,"ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;",1900-07-14T00:00:00Z
83,Mashed potatoes,132,,12464,132,DINNER, WI,CARD; ILLUS; COL; 7.0X9.0;,"WEDGEWOOD BLUE CARD; WHITE EMBOSSED GREEK KEY BORDER; ""EASTER SUNDAY"" EMBOSSED IN WHITE; VIOLET COLORED SPRAY OF FLOWERS IN UPPER LEFT CORNER;",1900-04-15T00:00:00Z
83,Mashed potatoes,1323,0.15,12854,1323,DAILY MENU,NY,CARD; 6.25 X 9.25;,PRICED MENU;,1900-03-14T00:00:00Z
83,Mashed potatoes,13245,,16827,13245,DINNER,,CARD; ILLUS; 4.5X7.5;,NO INDICATION OF LOCATION; DECORATIVE DESIGN AROUND HOTEL NAME;,1901-05-22T00:00:00Z
83,Mashed potatoes,1325,,12855,1325,LUNCHEON,"BROADWAY, NY",CARD; 5.5 X 8.25;,LOGO;,1900-03-14T00:00:00Z
83,Mashed potatoes,13280,,16844,13280,DINNER,"ENROUTE ""ALONG THE PICTURESQUE ERIE""",CARD; ILLUS; 5.25 X 7.5;,PRIX FIXE MENU; PHOTOS OF SCENIC VIEWS; ORNAMENTAL BORDER;,1901-07-01T00:00:00Z
83,Mashed potatoes,13283,,16845,13283,DINNER,"ENROUTE ""ALONG THE PICTURESQUE ERIE""",CARD; ILLUS; 5.25 X 7.5;,PRIX FIXE MENU; PHOTOS OF SCENIC VIEWS; ORNAMENTAL BORDER;,1901-07-01T00:00:00Z
83,Mashed potatoes,13295,,16851,13295,BREAKFAST,,CARD;ILL;COL;4.25X6.5;,RED FLAG WITH LION IN UPPER LEFT;PRICED WINE LIST ON BACK;,1900-02-14T00:00:00Z
83,Mashed potatoes,13297,,16852,13297,LUNCH,,CARD;ILL;COL;4.25X6.5;,RED FLAG WITH LION IN UPPER LEFT;PRICED WINE LIST ON BACK;,1900-02-14T00:00:00Z
83,Mashed potatoes,1337,,12859,1337,CLUB DINNER,NY,CARD; 4.5 X 7.5;,UNPRICED MENU; LOGO;,1900-03-14T00:00:00Z
83,Mashed potatoes,13391,,16892,13391,DINNER,R. M. S. ETRURIA,CARD; ILLUS; COL; 4.5X6.75;,"ILLUS, RED FLAG WITH LION HOLDING WORLD GLOBE; PRICED WINE LIST;",1900-03-09T00:00:00Z
83,Mashed potatoes,13413,,16899,13413,DINNER,,FOLDER; 5.75X8.75;,,1900-05-17T00:00:00Z
83,Mashed potatoes,13421,,16902,13421,DINNER,,FOLDER; 5.75X8.75;,,1900-05-18T00:00:00Z
83,Mashed potatoes,13439,,16909,13439,DINNER,YELLOWSTONE PARK LINE,CARD; ILLUS; COL; 5.5X7.5;,"TABLE D'HOTE MENU, $1; COMPANY LOGO AT TOP OF MENU; PRICED WINE LIST ON BACK OF MENU; [DATE INFO SUPPLIED BY FEB];",1900-05-01T00:00:00Z
83,Mashed potatoes,13441,,16910,13441,DINNER,YELLOWSTONE PARK LINE,CARD; ILLUS; COL; 5.5X7.5;,"TABLE D'HOTE MENU, $1; COMPANY LOGO AT TOP OF MENU; PRICED WINE LIST ON BACK OF MENU; [DATE INFO SUPPLIED BY FEB];",1900-05-01T00:00:00Z
83,Mashed potatoes,1345,,12863,1345,DINNER,NY,BROADSIDE; HOTEL EMBLEM; 5.25 X 7.5;,,1900-03-14T00:00:00Z
83,Mashed potatoes,1347,,12864,1347,TABLE D'HOTE DINNER,59 ST. & 5TH AVE. NY,BROADSIDE; ILLUS; COL; 5.5 X 7.5;,,1900-03-14T00:00:00Z
83,Mashed potatoes,13481,,16926,13481,DINNER,SS RIO DE JANEIRO,FOLDER; ILLUS; 5.75X8.75;,"ILLUS, STEAMSHIP IN RED WITHIN DECORATIVE BORDER; TWO COPIES;",1900-06-11T00:00:00Z
83,Mashed potatoes,1349,,12865,1349,"LUNCHEON,BILL OF FARE",NY,BROADSIDE; HOTEL EMBLEM; COL; 4.5 X 7;,HOURS LISTED FOR FULL LUNCH;,1900-03-14T00:00:00Z
83,Mashed potatoes,13503,,16935,13503,DINNER,VENTURA,CARD; ILLUS; COL; 5.5X8.5;,SS COMPANY FLAG AT TOP;,1901-05-24T00:00:00Z
83,Mashed potatoes,13509,,16938,13509,DINNER,CA,CARD; 4.5 X 7.25;,NOTE ABOUT PURE WATER;,1901-05-25T00:00:00Z
83,Mashed potatoes,13511,,16939,13511,DINNER,EN ROUTE ABOARD VENTURA,CARD; 5.5 X 8.5;,LOGO;,1901-05-25T00:00:00Z
83,Mashed potatoes,13517,,16942,13517,LUNCHEON,NY,CARD; COL; ILLUS; 5.75 X 8;,GREEN ILLUSTRATION OF HOTEL AND BUFFALO EXPOSITION (?);,1901-07-02T00:00:00Z
83,Mashed potatoes,13520,,16944,13520,DINNER,"ENROUTE ""ALONG THE PICTURESQUE ERIE""",CARD; ILLUS; 5.25 X 7.5;,PRIX FIXE MENU; PHOTOS OF SCENIC VIEWS; ORNAMENTAL BORDER;,1901-07-01T00:00:00Z
83,Mashed potatoes,1353,,12867,1353,LUNCHEON TABLE D'HOTE,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",CARD; 6.25X9.25,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-04-07T00:00:00Z
83,Mashed potatoes,1357,,12869,1357,TABLE D'HOTE DINNER,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",CARD; 6.25X9.25,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-04-07T00:00:00Z
83,Mashed potatoes,13575,,16963,13575,LUNCH,EN ROUTE ABOARD DAMPFER FRIEDRICH DER GROSSE,CARD; ILLUS; COL;5.25 X 8.25;,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF MEN AND WOMEN ON DECK; BACK OF MENU IMPRINTED FOR USE AS POSTCARD;,1901-06-22T00:00:00Z
83,Mashed potatoes,1359,,12870,1359,CAFE DINNER TABLE D'HOTE,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",CARD; 5.5X7.25;,PRINTED IN GREEN; HOTEL LOGO IN GREEN;,1900-04-07T00:00:00Z
83,Mashed potatoes,13673,0.2,17000,13673,LUNCHEON,NY,BROADSIDE; ILLUS; COL; 4.75X7.5;,A LA CARTE PRICED MENU; GOLD SEAL AT TOP OF MENU;,1900-02-22T00:00:00Z
83,Mashed potatoes,13687,,17007,13687,BREAKFAST,RMS OCEANIC,CARD;ILL;COL;3.25X5;,RED FLAG WITH WHITE STAR ON TOP CENTER;MONOGRAM;,1900-02-25T00:00:00Z
83,Mashed potatoes,13689,0.2,17008,13689,LUNCHEON,NY,CARD;ILL;COL;4.5X7.5;,,1900-02-25T00:00:00Z
83,Mashed potatoes,13691,,17009,13691,BREAKFAST,,CARD;ILL;COL;4.25X6.5;,RED FLAG WITH LION ON TOP LEFT;PRICED WINE LIST ON BACK OF CARD,1900-02-25T00:00:00Z
83,Mashed potatoes,1371,,12875,1371,TABLE D'HOTE DINNER,NY,CARD; 4.25X7.0;,FROM 12:00 TO 2:30 AND FROM 5:30 TO 8:00 PM; HOTEL LOGO IN PINK;,1900-04-07T00:00:00Z
83,Mashed potatoes,13715,,17018,13715,BILL OF FARE,NY,BROADSHEET; 3.5X6;,"""REGULAR BREAKFAST, 15C; REGULAR DINNER, 15C; 2L MEAL TICKETS FOR $3.00;""",1900-03-25T00:00:00Z
83,Mashed potatoes,13731,,17024,13731,DAILY MENU,"BLEECKER STREET, NEW YORK",BROADSHEET; 3.75 X 6;,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-03-23T00:00:00Z
83,Mashed potatoes,13733,,17025,13733,DAILY MENU,"BLEECKER STREET, NEW YORK",BROADSHEET; 3.75 X 6;,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-03-26T00:00:00Z
83,Mashed potatoes,13735,,17026,13735,DAILY MENU,"BLEECKER STREET, NEW YORK",BROADSHEET; 3.75 X 6;,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-03-28T00:00:00Z
83,Mashed potatoes,13737,,17027,13737,DAILY MENU,"BLEECKER STREET, NEW YORK",BROADSHEET; 3.75 X 6;,COMMUTATION TICKETS; TABLES RESERVED FOR LADIES;,1900-03-27T00:00:00Z
83,Mashed potatoes,13759,,17038,13759,LUNCHEON,,CARD; ILLUS; COL; 4.25X6.5;,"STEAMSHIP COMPANY FLAG AT TOP OF MENU; PRICED WINE, LIQUOR, TOBACCO LIST ON BACK OF MENU;",1900-04-11T00:00:00Z
83,Mashed potatoes,13765,,17041,13765,LUNCHEON,EN ROUTE ABOARD R.M.S. LUCANIA,CARD; 4.5 X 7.25;,LOGO; PRICED WINE LIST ON BACK WITH PRICES IN BRITISH CURRENCY;,1900-04-12T00:00:00Z
83,Mashed potatoes,13771,,17044,13771,BREAKFAST,,CARD; ILLUS; COL; 4.5X6.5;,INCLUDES PRICED WINE LIST ON OTHER SIDE; STEAMSHIP FLAG AT TOP OF MENU;,1900-02-17T00:00:00Z
83,Mashed potatoes,13781,,17049,13781,BREAKFAST,EN ROUTE ABOARD R.M.S. ETRURIA,CARD; 4.5 X 6.5;,"PRICED WINE LIST IN ENGLISH CURRENCY ONLY; ALL BEVERAGES EXCEPT WINE TO BE PAID 'AT THE TIME', WINE BILLS COLLECTED THE DAY BEFORE ARRIVAL;",1900-02-17T00:00:00Z
