"","Dish_id","Dish_name","menu_page_id","price","Menu_id","Menupage_id","event","place","physical_description","notes","date","states"
"1301",219,"Boiled potatoes",23907,NA,20796,23907,"BREAKFAST","","CARD;ILL;4.5X7;","PRICED WINE LIST ON BACK;FLAG;","1901-01-01T00:00:00Z",""
"1302",219,"Boiled potatoes",2391,NA,13239,2391,"DINNER","","BROADSHEET; ILLUS. OF JAPANESE CHILDREN IN COLOR; 10 X 9.5;","MENI HANDWRITTEN IN ENGLISH;MAP ON BACK SHOWING ROUTE;","1900-09-28T00:00:00Z",""
"1303",219,"Boiled potatoes",23925,NA,20805,23925,"LUNCHEON","PULLMAN DINING CAR SERVICE EN ROUTE","CARD; 5X7;","TABLE D'HOTE MENU;","1901-10-14T00:00:00Z","AR"
"1304",219,"Boiled potatoes",23927,NA,20806,23927,"DINNER","PULLMAN DINING CAR SERVICE EN ROUTE","CARD; 5X7;","TABLE D'HOTE MENU;","1901-10-14T00:00:00Z","AR"
"1305",219,"Boiled potatoes",23941,NA,20811,23941,"BREAKFAST","SS KRONPRINZ WILHELM","CARD; ILL; COL; 5.25X8.25;","SHIPS; MENUS SEPARATE IN GERMAN AND ENGLISH; MAY BE USED AS A POSTCARD;","1901-10-18T00:00:00Z","IL"
"1306",219,"Boiled potatoes",23951,NA,20815,23951,"BREAKFAST","SS KRONPRINZ WILHELM","CARD; ILL; COL; 5.25X8.25;","PASSENGERS ON DECK; MENUS SEPARATE IN GERMAN AND ENGLISH; MAY BE USED AS A POSTCARD;","1901-10-19T00:00:00Z","IL"
"1307",219,"Boiled potatoes",23963,NA,20821,23963,"BREAKFAST","SS KRONPRINZ WILHELM","CARD; ILL; COL; 5.25X8.25;","SHIP IN INSERT; SHIP INPLEMENTS; MENUS SEPARATE IN GERMAN AND ENGLISH; MAY BE USED AS A POSTCARD;","1901-10-20T00:00:00Z","IL"
"1308",219,"Boiled potatoes",23989,NA,20832,23989,"LUNCHEON","","CARD; ILLUS; COL; 4.25X6.5;","STEAMSHIP LINE LOGO AT TOP OF MENU; PRICED WINE, LIQUOR & TOBACCO LIST ON BACK OF MENU;","1900-04-08T00:00:00Z",""
"1309",219,"Boiled potatoes",23991,0.2,20833,23991,"LUNCHEON","NY","CARD; ILLUS; COL; 4.5X7.5;","PRICED MENU; HOTEL SEAL AT TOP;","1900-03-04T00:00:00Z","NY"
"1310",219,"Boiled potatoes",24007,NA,20839,24007,"LUNCH","EN ROUTE ABOARD S.S. COPTIC","BROADSIDE; COL; 5.5 X 8.5;","HANDWRITTEN; PINK PAPER;","1900-03-04T00:00:00Z","AR"
"1311",219,"Boiled potatoes",24009,NA,20840,24009,"LUNCH","EN ROUTE ABOARD S.S. COPTIC","BROADSIDE; COL; 5.5 X 8.5;","HANDWRITTEN; PINK PAPER;","1900-03-05T00:00:00Z","AR"
"1312",219,"Boiled potatoes",24014,NA,20842,24014,"DINNER","EN ROUTE ABOARD S.S. COPTIC","FOLDER; ILLUS; 5.5 X 8.5;","HANDWRITTEN; NAUTICAL ILLUSTRATIONS;","1900-03-05T00:00:00Z","AR"
"1313",219,"Boiled potatoes",24029,NA,20848,24029,"DINNER","","CARD; 4.5X9.0;","BUFF CARD; RED FLAG WITH ""C""; HAND-WRITTEN MENU;","1900-03-19T00:00:00Z",""
"1314",219,"Boiled potatoes",24033,NA,20850,24033,"BREAKFAST","","CARD; 4.5X7.5;","PALE BLUE CARD; RED FLAG WITH ""C""; HAND-WRITTEN MENU;","1900-03-19T00:00:00Z",""
"1315",219,"Boiled potatoes",24043,NA,20853,24043,"DINNER","","CARD; 4.5X9.0;","BUFF COLOR STOCK; RED FLAG WITH ""C""; HAND-WRITTEN MENU;","1900-03-20T00:00:00Z",""
"1316",219,"Boiled potatoes",24045,NA,20854,24045,"BREAKFAST","","CARD; 4.5X7.5;","PALE BLUE CARD; REG FLAG WITH ""C""; HAND-WRITTEN MENU;","1900-03-20T00:00:00Z",""
"1317",219,"Boiled potatoes",24049,NA,20856,24049,"BREAKFAST","","CARD; 4.5X7.5;","PALE BLUE CARD; RED FLAG WITH ""C""; HAND-WRITTEN MENU;","1900-03-21T00:00:00Z",""
"1318",219,"Boiled potatoes",24053,NA,20858,24053,"DINNER","","CARD; 4.5X9.0;","PALE BUFF CARD; RED FLAG WITH ""C""; HAND-WRITTEN MENU;","1900-03-21T00:00:00Z",""
"1319",219,"Boiled potatoes",24063,NA,20862,24063,"DINNER","","BROADSHEET; ILLUS; COL; 10.5 X 9.5;","HANDWRITTEN; ILLUSTRATION OF CHILDREN CARRYING LANTERNS AND DRUM; MAP OF STEAMSHIP ROUTES ON BACK;","1900-08-30T00:00:00Z",""
"1320",219,"Boiled potatoes",24068,NA,20865,24068,"DINNER","","BROADSHEET; ILLUS; 6.25 X 7.75;","PORTS LISTED; PHOTOS OF SHIP, FLAG, AND SCENES IN VARIOUS COUNTRIES;","1900-08-30T00:00:00Z",""
"1321",219,"Boiled potatoes",24081,NA,20871,24081,"LUNCHEON","LONG BEACH, NY","CARD; 4.5 X 7;","BLUE LOGO; ""HOP TONIGHT"" DANCING UNTIL 9;00;","1900-07-28T00:00:00Z","NY"
"1322",219,"Boiled potatoes",24083,NA,20872,24083,"DINNER","LONG BEACH, NY","CARD; 4.5 X 7;","BROWN; LOGO;","1900-07-29T00:00:00Z","NY"
"1323",219,"Boiled potatoes",24085,NA,20873,24085,"DINNER","LONG BEACH, NY","CARD; 5 X 8;","BROWN; LOGO;","1900-07-31T00:00:00Z","NY"
"1324",219,"Boiled potatoes",24087,NA,20874,24087,"LUNCHEON","LONG BEACH, NY","CARD; 5 X 8;","BLUE LOGO;","1900-07-30T00:00:00Z","NY"
"1325",219,"Boiled potatoes",24099,NA,20880,24099,"BREAKFAST","EN ROUTE - SS KAIRGA","BROADSIDE; ILLUS BORDER; 5.5 X 7.5;","MENU HANDWRITTEN;","1900-08-03T00:00:00Z","GA"
"1326",219,"Boiled potatoes",24107,NA,20884,24107,"BREAKFAST","","BROADSIDE; 5.75X8.75;","TWO COPIES;","1900-06-07T00:00:00Z",""
"1327",219,"Boiled potatoes",24113,NA,20887,24113,"DINNER","DINING CAR SERVICE","CARD; ILLUS; COL; 4.75X6.75;","MEALS 75 CENTS TABLE D'HOTE MENU; PHOTO OF PLACE VIGER HOTEL, MONTREAL ON BACK OF MENU;","1900-06-01T00:00:00Z","AR"
"1328",219,"Boiled potatoes",24129,NA,20895,24129,"DINNER","","BROADSHEET; ILLUS; 6.5 X 7.75;","B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA, JAPAN;","1900-09-24T00:00:00Z",""
"1329",219,"Boiled potatoes",24133,NA,20897,24133,"DINNER","","BROADSHEET; COL; ILLUS; 10.25 X 9.5;","HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;","1900-09-25T00:00:00Z",""
"1330",219,"Boiled potatoes",24135,NA,20898,24135,"BREAKFAST","","BROADSIDE; 5.5 X 7.75;","HANDWRITTEN; GREEN BORDER;","1900-09-25T00:00:00Z",""
"1331",219,"Boiled potatoes",24143,NA,20902,24143,"DINNER","","BROADSHEET; ILLUS; 6.5 X 7.75;","B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;","1900-09-25T00:00:00Z",""
"1332",219,"Boiled potatoes",24151,NA,20906,24151,"BREAKFAST","","BROADSIDE; 5.5 X 7.75;","HANDWRITTEN; GREEN BORDER;","1900-09-26T00:00:00Z",""
"1333",219,"Boiled potatoes",24157,NA,20909,24157,"DINNER","","BROADSHEET; ILLUS. JAPANESE CHILDREN IN COLOR; 10 X 9.5;","MENU HANDWRITTEN; MAP ON BACK SHOWING ROUTE;","1900-09-27T00:00:00Z",""
"1334",219,"Boiled potatoes",24161,NA,20911,24161,"TIFFIN","","BROADSIDE; ILLUS. BORDER; 5.25 X 7.5;","MENU HANDWRITTEN IN ENGLISH;","1900-09-28T00:00:00Z",""
"1335",219,"Boiled potatoes",24163,NA,20912,24163,"DINNER","","BROADSHEET; ILLUS; COL; 10 X 9.5;","MENU HANDWRITTEN; MAP ON BACK SHOWING ROUTE;","1900-09-28T00:00:00Z",""
"1336",219,"Boiled potatoes",24165,NA,20913,24165,"TIFFIN","","BROADSIDE; ILLUS; 5.25 X 7.75;","MENU HANDWRITTEN IN ENGLISH;","1900-09-29T00:00:00Z",""
"1337",219,"Boiled potatoes",24167,NA,20914,24167,"DINNER","","BROADSHEET; ILLUS. JAPANESE CHILDREN IN COLOR; 10 X 9.5;","MENU HANDWRITTEN IN ENGLISH; MAP ON BACK SHOWING ROUTE;","1900-09-29T00:00:00Z",""
"1338",219,"Boiled potatoes",24169,NA,20915,24169,"TIFFIN","","BROADSIDE; ILLUS BORDER; 5.25 X 7.75;","MENU HANDWRITTEN;","1900-09-30T00:00:00Z",""
"1339",219,"Boiled potatoes",24171,NA,20916,24171,"DINNER","","BROADSHEET; ILLUS; COL; 10 X 9.5;","MENU HANDWRITEN IN ENGLISH; MAP ON BACK SHOWING ROUTE;","1900-09-30T00:00:00Z",""
"1340",219,"Boiled potatoes",24175,NA,20918,24175,"DINNER","","BROADSHEET; COL; ILLUS; 10.25 X 9.5;","HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;","1900-10-01T00:00:00Z",""
"1341",219,"Boiled potatoes",24187,NA,20924,24187,"DINNER","","BROADSHEET; COL; ILLUS; 10.25 X 9.5;","HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;SEE 1900-4698,SAME DATE DIFFERENT MENU","1900-10-14T00:00:00Z",""
"1342",219,"Boiled potatoes",24189,NA,20925,24189,"DINNER","","BROADSHEET; COL; ILLUS; 10.25 X 9.5;","HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;SEE 1900-4697,SAME DATE DIFFERENT MENU","1900-10-14T00:00:00Z",""
"1343",219,"Boiled potatoes",24195,NA,20928,24195,"DINNER","","BROADSHEET; ILLUS; 6.5 X 7.75;","B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;","1900-10-15T00:00:00Z",""
"1344",219,"Boiled potatoes",24199,NA,20930,24199,"TIFFIN","","BROADSHEET;5.5X7.75;","HANDWRITTEN;RED BORDER;","1900-10-15T00:00:00Z",""
"1345",219,"Boiled potatoes",24209,NA,20934,24209,"BREAKFAST","","BROADSIDE; ILLUS; COL; 5.5X7.75;","HANDWRITTEN; RED BORDER;","1900-10-16T00:00:00Z",""
"1346",219,"Boiled potatoes",24211,NA,20935,24211,"TIFFIN","","BROADSHEET; ILLUS; COL; 5.5X7.75;","HANDWRITTEN; RED BORDER;","1900-10-16T00:00:00Z",""
"1347",219,"Boiled potatoes",24213,NA,20936,24213,"DINNER","","BROADSHEET;ILLUS; COL; 10.25 X 9.5;","HANDWRITTEN; COLOR ILLUSTRATION OF CHILDREN BEARING A RICKSHAW & CARRYING LANTERNS; MAP OF STEAMSHIP ROUTE ON BACK;","1900-10-16T00:00:00Z",""
"1348",219,"Boiled potatoes",24219,NA,20939,24219,"DINNER","","BROADSHEET; ILLUS; 6.5 X 7.75;","B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA, JAPAN;","1900-10-16T00:00:00Z",""
"1349",219,"Boiled potatoes",24221,NA,20940,24221,"BREAKFAST","","BROADSHEET; ILLUS; COL; 5.5X7.75;","HANDWRITTEN; RED BORDER;","1900-10-16T00:00:00Z",""
"1350",219,"Boiled potatoes",24223,0.1,20941,24223,"DINNER","","CARD;ILLUS;COL;5.5X8.8;","NO DATE;STAMP OF BUTTOLPH COLLECTION 1900-1901;ONE OF TWO MENUS ON SAME STAMPED FORM WITH DIFFERENT SPECIAL ITEMS STAMPED IN;","1900-01-01T00:00:00Z",""
"1351",219,"Boiled potatoes",24241,NA,20950,24241,"DINNER","NY","BROADSIDE; ILLUS; 5X7.25;","TABLE D'HOTE MENU; SEAL AT TOP;","1900-12-15T00:00:00Z","NY"
"1352",219,"Boiled potatoes",2433,NA,13255,2433,"LUNCHEON","NY","CARD; ILLUS; 5.25X8.5;","TABLE D'HOTE MENU; MONOGRAM AT TOP OF MENU;","1900-07-22T00:00:00Z","NY"
"1353",219,"Boiled potatoes",24330,NA,20980,24330,"LUNCHEON","R.M.S. ROTTERMAN","BROADSIDE; ILLUS; COL; 4.25 X 6.5;","","1898-11-24T00:00:00Z","MA"
"1354",219,"Boiled potatoes",24346,NA,20986,24346,"DINNER","THOUSAND ISLAND PARK, ST. LAWRENCE RIVER","CARD; 4.5 X 5.5;","","1906-06-24T00:00:00Z","AR"
"1355",219,"Boiled potatoes",2435,NA,13256,2435,"DINNER","NY","CARD; ILLUS; 5.5X9.5;","TABLE D'HOTE MENU; EAGLE AT TOP OF MENU;","1900-07-22T00:00:00Z","NY"
"1356",219,"Boiled potatoes",2441,NA,13259,2441,"DINNER","NY","CARD; ILLUS; COL; 5.5X9.25;","TABLE D'HOTE MENU; EAGLE AT TOP OF MENU;","1900-07-24T00:00:00Z","NY"
"1357",219,"Boiled potatoes",24433,NA,21009,24433,"DEWEY DAY DINNER","NY","FOLDER; ILLUS; COL; 5.5 X 7;","AMERICAN FLAG IN COLOR ON COVER;","1899-05-01T00:00:00Z","NY"
"1358",219,"Boiled potatoes",2447,NA,13262,2447,"DINNER","NY","CARD; COL; ILLUS; 5.5 X 9.25;","RED EAGLE LOGO;","1900-07-25T00:00:00Z","NY"
"1359",219,"Boiled potatoes",24485,NA,21023,24485,"DINNER","FL","BROADSIDE; HOTEL EMBLEM; 5 X 9;","","1901-03-23T00:00:00Z","FL"
"1360",219,"Boiled potatoes",24494,NA,21025,24494,"DINNER","NEWCASTLE, NH","FOLDER;4X8; ILLUS;","WINE LIST; FLORAL BORDER; SCHOONER;","1880-07-04T00:00:00Z","CA"
"1361",219,"Boiled potatoes",2451,NA,13264,2451,"BREAKFAST","","BROADSIDE; 5.5 X 7.75;","HANDWRITTEN; RED BORDER;","1900-10-15T00:00:00Z",""
"1362",219,"Boiled potatoes",24549,NA,21040,24549,"SUNDAY DINNER","POLAND SPRINGS","CARD;ILLUS;5 X 8;","","1890-09-21T00:00:00Z","IN"
"1363",219,"Boiled potatoes",24551,NA,21041,24551,"DINNER","NH","CARD; COLOR; ILLUS; 4.5 X 7;","PINK; GOLD CREST;","1895-09-01T00:00:00Z","NH"
"1364",219,"Boiled potatoes",24620,NA,21063,24620,"BREAKFAST","FL","CARD; ILLUS; COL; 4.5X8;","HOTEL SEAL AT TOP OF MENU;","1901-03-02T00:00:00Z","FL"
"1365",219,"Boiled potatoes",24624,0.1,21065,24624,"DAILY MENU","NY","FOLDER; 5.50 X 9.25;","TREMENDOUS NUMBER OF SELECTIONS AVAILABLE ON CARTE DU JOUR;","1892-04-22T00:00:00Z","NY"
"1366",219,"Boiled potatoes",24632,NA,21067,24632,"DINNER","FL","CARD; ILLUS; COL; 4.75X9;","HOTEL SEAL AT TOP OF MENU;","1901-03-31T00:00:00Z","FL"
"1367",219,"Boiled potatoes",24648,NA,21072,24648,"DINNER","","CARD;ILLUS;COL;5X9;","HOTEL EMBLEM;","1901-01-07T00:00:00Z",""
"1368",219,"Boiled potatoes",24669,NA,21079,24669,"FRUHSTUCK A LA CARTE","AN BORD DER ""AMERIKA""","CARD; ILLUS; COL; 5X8.75;","MENU IN GERMAN AND ENGLISH; ONE OF SEVERAL MENUS FOR DIFFERENT PASSENGER CLASSES ON THIS OCEAN LINER; ILLUSTRATION AT TOP OF OCEAN LINER AT SEA AND ENTERING VARIOUS PORTS;","1906-07-24T00:00:00Z","DE"
"1369",219,"Boiled potatoes",24678,NA,21082,24678,"DINNER","WHITE MOUNTAINS, NH","FOLDER; ILLUS; 4.5 X 5.5","ILLUS. JACOB'S LADDER; MT. WASHINGTON RR; REQUEST WINE LIST;","1882-09-14T00:00:00Z","HI"
"1370",219,"Boiled potatoes",24696,NA,21087,24696,"DAILY MENU","SOUTH POLAND, ME","FOLDER; ILL; COLOR; 4.5X7.25","TIME OF MEALS AND ARRIVAL AND DEPARTURE OF MAILS LISTED; HOTEL, GROUNDS,AND DINING ROOM ILLUSTRATED; PINK; TWO COPIES","1891-09-28T00:00:00Z","LA"
"1371",219,"Boiled potatoes",24700,NA,21088,24700,"MUSICALE & COTILLION AT CORDOVA TONIGHT","FL","BROADSHEET; ILLUS; COL; 5.25X8.5;","COLORED ILLUSTRATIONS OF HOTEL PONCE DE LEON & THE ALCAZAR, AS WELL AS FLOWERING ORANGE TREES; NOTATION: ""THE WATER USED IN HOTEL PONCE DE LEON FOR DRINKING AND CULINARY PURPSES IS DISTILLED AND ABSOLUTELY PURE.""","1893-01-31T00:00:00Z","FL"
"1372",219,"Boiled potatoes",24714,NA,21092,24714,"LUNCHEON","","CARD; 4 X 7.5;","LOGO;","1901-01-28T00:00:00Z",""
"1373",219,"Boiled potatoes",24716,NA,21093,24716,"DAILY MENU","AT SEA","BROADSIDE; 4 X 6;","","1906-11-09T00:00:00Z",""
"1374",219,"Boiled potatoes",24716,NA,21093,24716,"DAILY MENU","AT SEA","BROADSIDE; 4 X 6;","","1906-11-09T00:00:00Z",""
"1375",219,"Boiled potatoes",2477,NA,13273,2477,"DINNER","ISLES OF SHOALS OFF PORTSMOUTH, NH","CARD; 5.25X7.5;","DECORATIVE GOLD HEADING;","1901-08-04T00:00:00Z","AL"
"1376",219,"Boiled potatoes",24815,0.15,21113,24815,"LUNCHEON","NY","BROADSHEET;ILL;COL;5.5X8;","PRICED WINE LIST;","1900-01-28T00:00:00Z","NY"
"1377",219,"Boiled potatoes",24823,NA,21115,24823,"LUNCHEON","FL","CARD; ILLUS; 4.5X6.75;","HOTEL SEAL AT TOP;","1901-01-22T00:00:00Z","FL"
"1378",219,"Boiled potatoes",24827,NA,21117,24827,"DAILY MENU, LUNCHEON","NY","FOLDER; ILLUS; COL; 5X8;","PRICED WINES LISTED ON BOTTOM; COVER ON BLUE STOCK; ART DECOISH PRINT ON COVER; INVITATION TO ""WITNESS THE INTERESTING PROCESS OF MANUFACTURE OF SHREDDED WHOLE WHEAT BISCUIT"" ON BACK;","1905-08-10T00:00:00Z","NY"
"1379",219,"Boiled potatoes",24859,NA,21122,24859,"BREAKFAST","QUEBEN [CANADA]","CARD; 3.75 X 7.25;","MENU ENCLOSED IN ORANGE WRAPPER; DATE NOTED BY FEB;","1907-08-01T00:00:00Z","CA"
"1380",219,"Boiled potatoes",24861,NA,21123,24861,"LUNCHEON","FL","BROADSIDE;ILL;COL;4X7.5;","HOTEL EMBLEM;LIST OF FISH TO CATCH ON BACK;","1901-03-28T00:00:00Z","FL"
"1381",219,"Boiled potatoes",24927,NA,21135,24927,"DINNER","FL","BROADSIDE;ILL;COL;5X9;","HOTEL EMBLEM;EVENINGS PROGRAM NOTED;","1901-03-30T00:00:00Z","FL"
"1382",219,"Boiled potatoes",25029,NA,21162,25029,"DINNER GIVEN TO H.H. KOOP, JR. IN HONOR OF HIS 33RD BIRTHDAY","NASSAU, N. P.,","BROADSIDE; ILLUS; 4X6;","DECORATIVE BORDER;","1896-03-02T00:00:00Z",""
"1383",219,"Boiled potatoes",25031,0.2,21163,25031,"THANKSGIVING DINNER","","CARD; ILLUS; 6.5 X 10.5","HUMOROUS ILLUS; PRICED MENU;","1899-11-30T00:00:00Z",""
"1384",219,"Boiled potatoes",25086,NA,21179,25086,"DINNER","NY","CARD; 4.0X6.25; ILLUS;","ILLUS, FLAG WITH EAGLE; PRICED WINE LIST ON REVERSE; RATE OF EXCHANGE FOR SETTLEMENT OF WINE ACCOUNTS GIVEN;","1900-02-04T00:00:00Z","NY"
"1385",219,"Boiled potatoes",25098,0.1,21183,25098,"DAILY MENU","408 EAST 34 STREET,NEW YORK,NY","BROADSIDE;6X9;","MENU HANDWRITTEN IN PRINTED FORM;WALDHEIM'S HANDWRITTEN BY FB ABOVE WM. SCHWEGLER'S PRINTED NAME;DATE HANDWRITTEN;""RENOWNED BERIIHMTES LADIES' AND GENTS'RESTAURANT"" PRINTED;","1900-02-09T00:00:00Z","NY"
"1386",219,"Boiled potatoes",2511,NA,13288,2511,"BREAKFAST","","BROADSIDE; ILLUS BORDER; 5.5 X 7.75;","MENU HANDWRITTEN IN ENGLISH","1900-01-01T00:00:00Z",""
"1387",219,"Boiled potatoes",25122,NA,21188,25122,"LUNCHEON","NY","BROADSIDE; COL; 4.5 X 7.5;","HOURS FOR BREAKFAST,LUNCH,& DINNER INCLUDED;","1899-10-06T00:00:00Z","NY"
"1388",219,"Boiled potatoes",2513,NA,13289,2513,"BREAKFAST","","BROADSIDE; ILLUS; COL; 5.5 X 8.25;","MENU IN GERMAN & ENGLISH;","1900-09-10T00:00:00Z",""
"1389",219,"Boiled potatoes",2517,NA,13291,2517,"BREAKFAST","","BROADSIDE; ILLUS. BORDER; 5.25 X 7.75;","MENU HANDWRITTEN;","1900-09-30T00:00:00Z",""
"1390",219,"Boiled potatoes",25232,NA,21211,25232,"DINNER","FL","BROADSIDE; 4.5 X 8;","","1901-02-24T00:00:00Z","FL"
"1391",219,"Boiled potatoes",25241,0.1,21213,25241,"BREAKFAST","NY","FOLDER;6.5X9.25;","NO DATE ON NOTED ON MENU EXCEPT FOR LATER HANDWRITTEN ENTRY;","1900-01-17T00:00:00Z","NY"
"1392",219,"Boiled potatoes",25256,NA,21216,25256,"LUNCHEON","FL","CARD; 4.5 X 7.75;","LOGO; SWIMMING POOL; ENTERTAINMENT BY MAGICIAN; LIST OF FISH FOR FISHERMEN;","1901-03-06T00:00:00Z","FL"
"1393",219,"Boiled potatoes",2526,0.1,13295,2526,"DINNER","","BROADSHEET; ILLUS; COL; 5.5 X 8;","","1900-10-01T00:00:00Z",""
"1394",219,"Boiled potatoes",25380,NA,21245,25380,"DINNER","FL","BROADSIDE;ILL;COL;5X9;","HOTEL EMBLEM;EVENINGS PROGRAM NOTED;","1901-03-28T00:00:00Z","FL"
"1395",219,"Boiled potatoes",25400,NA,21252,25400,"FRUHSTUCK-LUNCHEON","AN BORD DER ""AMERIKA""","CARD; ILLUS; COL; 5.25 X 8.5;","TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF SHIP AT SEA;","1906-07-27T00:00:00Z","DE"
"1396",219,"Boiled potatoes",2542,0.1,13298,2542,"DINNER","BLACK DIAMOND EXPRESS","FOLDER;ILLUS;COL;5.5X8.25","MANY ILLUSTRATINS ON FRONT COVER;MAP OF THE LEHIGH VALLEY RAILROAD AND CONNECTIONS ON THE BACK COVER;A LA CARTE SERVICE;","1900-10-02T00:00:00Z","IA"
"1397",219,"Boiled potatoes",25488,NA,21281,25488,"LUNCH","TAMPA,FL","BROADSIDE;ILL;COL;4.5X7;","HOTEL EMBLEM;","1901-03-29T00:00:00Z","FL"
"1398",219,"Boiled potatoes",25537,NA,21303,25537,"DINNER","FL","FOLDER; COL; 4.5 X 7.25;","BLUE; STOCK; LOGO;","1901-03-20T00:00:00Z","FL"
"1399",219,"Boiled potatoes",25551,NA,21309,25551,"LUNCHEON - TOUR OF THE PRES. TO CHICAGO & THE NORTHWEST","","BROADSIDE; ILLUS; 5.25 X 7.5;","","1899-10-11T00:00:00Z",""
"1400",219,"Boiled potatoes",25571,NA,21314,25571,"LUNCHEON","NY","CARD; 5.75 X 8.25;","HOTEL CREST;","1900-01-07T00:00:00Z","NY"
"1401",219,"Boiled potatoes",25652,NA,21338,25652,"DINNER","NY","BROADSIDE; COL; 5.5 X 8.5;","THIS IS ONE OF A SERIES OF UNIDENTIFIED MENUS WHICH ARE PROPABLY OF THE FIFTH AVENUE HOTEL; BLUE STOCK;","1905-11-30T00:00:00Z","NY"
"1402",219,"Boiled potatoes",25654,NA,21339,25654,"DINNER","NY","BROADSIDE; ILLUS; COL; 6 X 8;","","1900-01-13T00:00:00Z","NY"
"1403",219,"Boiled potatoes",25826,NA,21383,25826,"DAILY MENU","BOSTON,MA.","ILLUS. FOLDER","INCLUDES WINE LIST & MEAL HOURS","1865-03-08T00:00:00Z","MA"
"1404",219,"Boiled potatoes",25880,NA,21397,25880,"DINNER","FL","FOLDER; 4.5 X 7.25;","LOGO;","1901-03-19T00:00:00Z","FL"
"1405",219,"Boiled potatoes",25906,NA,21407,25906,"LUNCHEON","FIFTH AVENUE AND 59TH ST., NY","CARD; 6.25 X 9.25;","CREST; NOTE THAT WATER IS DISTILLED FOR PURITY;","1900-01-12T00:00:00Z","NY"
"1406",219,"Boiled potatoes",25935,NA,21414,25935,"DINNER","DC","CARD; ILLUS; COL; 4.75 X 8;","ORANGE CREST;","1896-04-28T00:00:00Z","DC"
"1407",219,"Boiled potatoes",25939,NA,21415,25939,"NEW YEAR DINNER","DC","BOOKLET; ILLUS; COL; 5.25 X 7;","GREEN CHERUBS; DRAWING OF HOTEL; WHITE CORD;","1894-01-01T00:00:00Z","DC"
"1408",219,"Boiled potatoes",25951,NA,21418,25951,"DINNER","JEFFERSON, NH","BROADSIDE; 4.5X7;","HOTEL OR INN?","1896-08-17T00:00:00Z","NH"
"1409",219,"Boiled potatoes",26106,0.2,21457,26106,"DINNER","SIXTY-SIXTH STREET & BROADWAY, NEW YORK, [NY]","BROADSHEET; 6.5X8.75; ILLUS; COL;","ILLUS IN GOLD, CREST; PRICED A LA CARTE MENU;","1900-02-12T00:00:00Z","NY"
"1410",219,"Boiled potatoes",26168,NA,21481,26168,"DINNER","","CARD;ILLUS;5X9;","HOTEL EMBLEM;","1901-02-08T00:00:00Z",""
"1411",219,"Boiled potatoes",2619,NA,13311,2619,"DINNER","","FOLDER; ILLUS COVER; 3 X 7.75;","","1900-09-10T00:00:00Z",""
"1412",219,"Boiled potatoes",26246,0.15,21510,26246,"CARTE DU JOUR","IL","CARD; ILLUS; COL; 7X11;","A LA CARTE MENU; DECORATIVE DESIGN AROUND ""CARTE DU JOUR;"" THIS IS ONE OF A SERIES OF A LA CARTE MENUS FOR THIS HOTEL, SOME PRINTED ON BLUE CARDS, SOME PRINTED ON GREEN;","1907-06-27T00:00:00Z","IL"
"1413",219,"Boiled potatoes",2627,NA,13315,2627,"DINNER","","BROADSHEET; ILLUS OF JAPANESE CHILDREN; COL; 1O X 9.5;","MENU HANDWRITTEN IN ENGLISH; MAP ON BACK WITH CHART OF THE STEAMER;","1900-09-12T00:00:00Z",""
"1414",219,"Boiled potatoes",2629,NA,13316,2629,"TIFFIN","","BROADSIDE; ILLUS. BORDER; COL; 5 X 7.5;","MENU HANDWRITTEN IN ENGLISH;","1900-09-12T00:00:00Z",""
"1415",219,"Boiled potatoes",2631,NA,13317,2631,"BREAKFAST","","BROADSIDE; ILLUS BORDER; COL; 5.25 X 7.5;","MENU HANDWRITTEN IN ENGLISH;","1900-09-13T00:00:00Z",""
"1416",219,"Boiled potatoes",26374,NA,21550,26374,"DINNER","DENNIS,CAPE COD,MASS;","BROADSHEET;ILLUS;4.5 X 7.25;","","1890-08-03T00:00:00Z","CA"
"1417",219,"Boiled potatoes",26456,NA,21570,26456,"DINNER","COLORADO SPRINGS,COLO.","FOLDER;ILLUS COVER;4.25 X 5.25;","INCLUDES MEAL HOURS","1885-03-04T00:00:00Z","CO"
