"","Dish_id","Dish_name","menu_page_id","price","Menu_id","Menupage_id","event","place","physical_description","notes","date","states"
"791",83,"Mashed potatoes",29698,0.1,22423,29698,"LUNCHEON","MO","CARD; ILLUS; COL; 5.5 X 10;","PRICED MENU; PRICED WINE; PORTRAIT OF WASHINGTON; ORANGE STOCK;","1907-08-28T00:00:00Z","MO"
"792",83,"Mashed potatoes",2971,NA,13437,2971,"DINNER","","CARD; 6 X 10;","HANDWRITTEN; ADS ON BACK;","1900-06-21T00:00:00Z",""
"793",83,"Mashed potatoes",29714,NA,22427,29714,"MENU","NARRAGANSETT, RI","BROADSIDE; ILLUS; 4.5X7.25;","DECORATED WITH HOTEL SEAL;","1895-07-27T00:00:00Z","AR"
"794",83,"Mashed potatoes",29720,NA,22429,29720,"","","","","1901-01-08T00:00:00Z",""
"795",83,"Mashed potatoes",2973,NA,13438,2973,"DINNER","EN ROUTE ABOARD ABOVE","BROADSIDE; 5.25 X 8;","TYPED ON ONIONSKIN;","1900-06-23T00:00:00Z","AR"
"796",83,"Mashed potatoes",29733,NA,22433,29733,"","","","","1901-03-12T00:00:00Z",""
"797",83,"Mashed potatoes",29776,NA,22447,29776,"NEW YEARS DAY DINNER","DC","CARD; ILLUS; COL; 6X7.75;","SPRIG OF HOLLY AT TOP OF MENU; NEW YEARS GREETING;","1901-01-01T00:00:00Z","DC"
"798",83,"Mashed potatoes",29801,NA,22455,29801,"DINNER","ALMA, MI","FOLDER, ILLUS; 4.25 X 5.75;","DRAWING OF HOTEL WITH WORDS HEALTH AND REST;","1895-10-11T00:00:00Z","AL"
"799",83,"Mashed potatoes",29819,NA,22461,29819,"DINNER","FL","FOLDER;  4.5 X 7.25;","LOGO;","1901-02-15T00:00:00Z","FL"
"800",83,"Mashed potatoes",29823,NA,22462,29823,"DINNER MENU","NY","FOL; ILLUS; 5.75 x 9;","ILLUS. OF HOTEL ON COVER, LAWN VIEW ON BACK; PROPRIETORS NAMED; INCLUDES WINE LIST; HOURS FOR CHILDREN & SERVANTS","1881-08-27T00:00:00Z","NY"
"801",83,"Mashed potatoes",29851,NA,22469,29851,"DINNER","FL","FOLDER;  4.5 X 7.25;","LOGO;","1901-03-06T00:00:00Z","FL"
"802",83,"Mashed potatoes",29865,NA,22473,29865,"LUNCHEON","FL","CARD; 4 X 7.5;","LOGO; NOTE ABOUT PURITY OF WATER;","1901-03-06T00:00:00Z","FL"
"803",83,"Mashed potatoes",29871,NA,22476,29871,"THANKSGIVING DINNER","IL","CARD; ILLUS; 4.75 X 6.0;","PRICED MENU; ILLUS. TURKEY, EMBOSSED; SCROLL; HAND-WRITTEN NOTATION OF PLACE;","1899-11-30T00:00:00Z","IL"
"804",83,"Mashed potatoes",29873,NA,22477,29873,"ARBOR DAY DINNER","ND","FOLDER;ILLUS; COL; 5.5 X 6.75;","","1899-05-05T00:00:00Z","ND"
"805",83,"Mashed potatoes",29879,NA,22479,29879,"LUNCHEON MENU","","BROADSHEET; ILLUS; COL; 4.25X6.5;","INCLUDES PRICED WINE-LIST; DUTCH FLAG ON TOP OF MENU;","1898-11-30T00:00:00Z",""
"806",83,"Mashed potatoes",29930,NA,22494,29930,"LUNCHEON","","CARD; 3.75X7.5;","","1901-01-25T00:00:00Z",""
"807",83,"Mashed potatoes",29952,NA,22502,29952,"CHRISTMAS DINNER","MONTGOMERY,AL","FOLDER;ILL;COL;5.5X7;","IDENTICAL FRONT COVER TO 1899-887;","1899-12-25T00:00:00Z","AL"
"808",83,"Mashed potatoes",29976,NA,22506,29976,"LUNCHEON","FL","CARD; COL; 4 X 7;","LOGO; TAN STOCK;","1901-01-27T00:00:00Z","FL"
"809",83,"Mashed potatoes",29978,NA,22507,29978,"THANKSGIVING DAY BREAKFAST, DINNER & SUPPER","LA FAYETTE,INDIANA","FOLDER;ILLUS;5X5.5;","","1906-11-29T00:00:00Z","IN"
"810",83,"Mashed potatoes",30014,NA,22518,30014,"ANNUAL WASHINGTON'S BIRTHDAY DINNER","M.F. LYONS; BOWERY; NY;","FOLDER; ILLUS; COL; 3.75X5.5;","FLAG AND WEAPONS MOTIF;","1890-02-22T00:00:00Z","NY"
"811",83,"Mashed potatoes",30024,0.15,22520,30024,"FOURTH OF JULY DINNER","PITTSBURGH, PA","BOOKLET; COL; 4.75 X 6;","EMBOSSED COVER, RED, WHITE, AND BLUE CORD; EAGLE WITH FLAG EMBLEM; DECLARATION OF INDEPENDENCE IN MINISCULE PRINT ON INSIDE;","1898-07-04T00:00:00Z","PA"
"812",83,"Mashed potatoes",30030,NA,22521,30030,"DINNER","","FOLDER; ILLUS; COL; 4.5 X 7.25;","","1901-01-18T00:00:00Z",""
"813",83,"Mashed potatoes",30049,NA,22526,30049,"DINNER FROM 6 TO 8","NY","BROADSIDE; ILLUS; COL; 5 X 7.5;","","1900-01-13T00:00:00Z","NY"
"814",83,"Mashed potatoes",30063,NA,22531,30063,"LUNCHEON","FL","CARD; 4.25 X 7;","LOGO","1901-01-26T00:00:00Z","FL"
"815",83,"Mashed potatoes",30127,NA,22555,30127,"LUNCHEON","FL","CARD; ILLUS; COL; 4.5X8.75;","HOTEL SEAL AT TOP OF MENU; FISH GLOSSARY ON BACK OF MENU;","1901-03-13T00:00:00Z","FL"
"816",83,"Mashed potatoes",30133,NA,22558,30133,"DINNER","FL","CARD;ILLUS;COL;5X7;","HOTEL EMBLEM;","1901-02-05T00:00:00Z","FL"
